1stFlrSF,2ndFlrSF,BedroomAbvGr,BsmtExposure,BsmtFinSF1,BsmtFinType1,BsmtUnfSF,EnclosedPorch,GarageArea,GarageFinish,GrLivArea,KitchenQual,LotArea,LotFrontage,MasVnrArea,OpenPorchSF,OverallCond,OverallQual,TotalBsmtSF,WoodDeckSF,HouseAge,RemodAge,GarageAge,SalePrice
1005,978.0,3.0,1,694,6,284,0.0,490,3,1983,3,10762,69.0,344.0,0,5,7,978,0.0,11,11,11.0,225000
900,0.0,3.0,3,769,5,95,0.0,288,2,900,2,7838,68.0,0.0,144,5,5,864,0.0,43,43,43.0,123000
1082,0.0,2.0,1,336,4,746,0.0,240,1,1082,2,11664,60.0,206.0,130,5,6,1082,0.0,62,60,62.0,119200
1314,0.0,3.0,1,922,3,392,0.0,294,2,1314,2,8400,70.0,0.0,0,6,5,1314,0.0,53,53,53.0,145000
1061,862.0,3.0,1,674,6,76,0.0,564,2,1923,3,10186,107.0,0.0,39,5,7,750,0.0,18,18,18.0,190000
990,0.0,3.0,1,588,1,402,0.0,0,0,990,2,8070,60.0,0.0,0,5,4,990,0.0,16,15,0.0,123600
1228,0.0,3.0,1,0,1,1228,0.0,271,1,1228,3,8544,69.0,0.0,65,6,5,1228,0.0,44,4,44.0,149350
916,0.0,4.0,1,299,5,611,0.0,164,1,1826,4,2500,50.0,0.0,0,8,7,910,0.0,95,5,95.0,155000
910,0.0,4.0,1,507,3,403,0.0,720,1,1385,2,8520,71.0,0.0,0,4,5,910,0.0,58,58,10.0,166000
848,0.0,1.0,4,662,6,186,0.0,420,3,848,3,4438,69.0,169.0,0,5,6,848,0.0,6,6,6.0,144500
816,0.0,2.0,4,104,2,0,0.0,516,1,816,2,8472,110.0,0.0,0,5,5,816,0.0,47,47,47.0,110000
702,779.0,3.0,1,0,1,702,0.0,343,3,1481,2,8125,65.0,0.0,36,5,6,702,0.0,16,15,16.0,174000
943,933.0,4.0,1,442,5,459,0.0,540,2,1876,3,9120,76.0,270.0,69,6,6,901,0.0,36,36,36.0,185000
916,826.0,4.0,1,216,4,700,0.0,424,1,1742,3,17671,121.0,0.0,169,9,8,916,0.0,128,24,85.0,168000
769,804.0,3.0,1,378,6,378,0.0,440,1,1573,3,2117,69.0,216.0,32,5,6,756,0.0,10,10,10.0,177500
630,0.0,1.0,3,131,4,0,0.0,0,0,630,2,1936,21.0,0.0,0,6,4,630,0.0,40,40,0.0,84500
1698,0.0,3.0,1,1234,6,464,0.0,768,1,1698,4,13286,86.0,340.0,64,5,9,1698,0.0,3,2,3.0,320000
832,384.0,2.0,1,442,3,390,0.0,336,1,1216,2,8480,80.0,0.0,0,5,5,832,0.0,63,60,63.0,118500
1776,0.0,4.0,1,0,1,1584,0.0,888,1,1776,2,11475,85.0,95.0,25,5,5,1584,0.0,52,52,42.0,110000
1006,769.0,3.0,1,513,5,227,0.0,425,1,1775,3,9317,75.0,137.0,72,5,7,740,0.0,17,17,17.0,213000
912,0.0,2.0,3,773,6,115,0.0,470,2,912,2,7540,69.0,0.0,0,6,6,888,0.0,32,32,32.0,156000
1145,0.0,4.0,3,655,6,490,0.0,836,2,2198,3,14260,84.0,350.0,84,5,8,1145,0.0,10,10,10.0,250000
2046,0.0,3.0,2,0,1,2046,0.0,834,3,2046,3,11844,80.0,464.0,82,5,8,2046,0.0,2,2,2.0,372500
729,717.0,3.0,4,604,6,125,0.0,406,1,1446,2,21872,57.0,0.0,22,5,7,729,0.0,14,13,14.0,175000
1561,0.0,2.0,1,1153,6,408,0.0,556,3,1561,4,7313,60.0,246.0,47,5,9,1561,203.0,5,5,5.0,277500
882,0.0,3.0,1,138,2,276,0.0,461,1,882,2,7700,70.0,0.0,0,5,5,882,0.0,38,38,30.0,112500
912,1182.0,4.0,1,0,1,912,0.0,615,3,2094,3,9375,75.0,0.0,182,5,7,912,0.0,7,6,7.0,263000
1500,0.0,3.0,3,1032,6,431,0.0,712,2,2622,3,12256,98.0,362.0,32,5,8,1463,0.0,16,15,16.0,325000
2158,0.0,4.0,3,477,5,725,0.0,576,1,2158,3,12615,84.0,0.0,29,7,6,1202,0.0,60,9,60.0,243000
1360,0.0,3.0,1,384,5,0,0.0,572,1,1360,2,7134,60.0,0.0,50,5,5,384,0.0,55,55,48.0,130000
1310,0.0,3.0,3,24,6,1286,0.0,400,3,1310,3,8767,65.0,0.0,0,5,7,1310,0.0,5,5,5.0,164990
1836,0.0,3.0,2,1039,6,797,0.0,862,3,1836,3,11362,107.0,42.0,185,5,8,1836,0.0,6,5,6.0,280000
1490,1304.0,4.0,1,689,1,773,0.0,810,3,2794,4,15138,174.0,506.0,146,5,8,1462,0.0,15,14,15.0,403000
1728,0.0,6.0,1,40,6,1424,0.0,352,1,1728,2,10624,69.0,84.0,0,4,5,1728,0.0,46,46,8.0,119000
825,0.0,2.0,1,180,2,0,0.0,720,2,825,2,8235,49.0,0.0,50,7,5,825,0.0,55,15,47.0,125000
894,0.0,3.0,3,182,2,0,0.0,308,1,894,2,10650,75.0,0.0,0,6,5,894,0.0,34,34,34.0,128200
918,765.0,3.0,1,226,2,192,0.0,440,2,1683,2,11184,70.0,92.0,0,5,6,918,0.0,32,32,32.0,172500
930,0.0,2.0,0,0,0,0,0.0,308,1,930,3,11100,60.0,0.0,0,7,4,0,0.0,64,4,64.0,84900
1572,1096.0,3.0,3,1016,6,556,0.0,726,3,2668,4,13688,110.0,664.0,0,5,9,1572,0.0,7,6,7.0,412500
1073,0.0,3.0,1,836,5,237,0.0,515,2,1073,2,10289,79.0,168.0,0,7,5,1073,0.0,45,45,45.0,156000
1334,0.0,2.0,1,686,5,664,0.0,630,2,1334,2,9650,80.0,360.0,16,5,6,1350,0.0,33,33,33.0,167900
788,0.0,2.0,1,266,3,522,0.0,0,0,788,2,7446,69.0,0.0,0,5,4,788,0.0,69,60,0.0,100000
1644,0.0,2.0,4,1518,6,0,0.0,569,3,1644,3,12800,69.0,145.0,0,5,7,1518,0.0,21,21,21.0,275000
872,0.0,3.0,1,0,1,858,0.0,480,1,872,2,8294,70.0,0.0,0,5,4,858,0.0,39,39,36.0,123000
768,664.0,2.0,1,0,1,264,0.0,360,1,1432,2,9600,60.0,0.0,0,7,5,264,0.0,100,8,100.0,132000
901,900.0,3.0,1,0,1,893,0.0,800,1,1801,3,10463,72.0,0.0,116,5,8,893,0.0,5,5,5.0,239900
1121,0.0,3.0,1,651,3,470,0.0,480,1,1121,2,8816,80.0,0.0,80,6,5,1121,0.0,47,47,47.0,139000
789,0.0,2.0,1,104,5,516,0.0,250,1,789,2,6000,50.0,0.0,0,5,5,789,0.0,62,60,62.0,115000
1054,0.0,3.0,4,763,6,173,0.0,480,2,1054,3,8800,80.0,156.0,0,7,6,936,0.0,47,47,47.0,137500
1048,0.0,3.0,1,586,4,462,0.0,286,1,1048,2,10152,72.0,120.0,20,5,5,1048,0.0,54,54,54.0,135000
1236,0.0,2.0,1,360,4,710,0.0,447,1,1236,3,10011,72.0,64.0,0,6,5,1070,0.0,53,14,53.0,134450
1152,0.0,3.0,3,1014,6,138,0.0,484,2,1152,2,14112,69.0,86.0,0,7,5,1152,0.0,46,46,46.0,180500
1679,0.0,3.0,1,1138,6,270,0.0,575,2,1679,3,8125,65.0,258.0,42,5,6,1408,0.0,16,12,16.0,193500
1478,0.0,3.0,1,189,5,628,0.0,442,2,1478,2,8400,70.0,0.0,0,3,6,1478,0.0,53,53,53.0,156500
928,0.0,2.0,1,377,3,551,0.0,252,1,928,2,13300,70.0,0.0,0,7,5,928,0.0,54,10,54.0,132000
846,846.0,3.0,3,0,1,846,0.0,650,2,1692,3,13159,83.0,0.0,114,5,7,846,0.0,1,1,1.0,224500
661,589.0,3.0,1,0,1,661,0.0,552,1,1250,2,5362,53.0,0.0,0,6,5,661,0.0,100,7,25.0,139000
847,886.0,3.0,4,0,1,847,0.0,433,3,1733,3,12394,69.0,0.0,48,5,7,847,0.0,7,7,7.0,225000
716,716.0,3.0,1,425,1,291,0.0,432,3,1432,3,7795,71.0,0.0,51,5,7,716,0.0,6,5,6.0,188500
1077,0.0,2.0,1,851,6,140,0.0,205,2,1077,2,7420,50.0,0.0,4,6,5,991,0.0,71,60,71.0,118000
944,0.0,2.0,0,0,0,0,0.0,528,1,944,1,10206,74.0,0.0,0,3,3,0,0.0,58,58,54.0,82000
1419,0.0,2.0,3,945,1,474,0.0,567,2,1419,3,8089,60.0,0.0,0,6,8,1419,0.0,3,3,3.0,392000
960,0.0,3.0,1,0,1,672,0.0,288,1,960,2,8926,69.0,0.0,0,3,4,672,0.0,54,54,54.0,112000
1646,0.0,3.0,3,0,1,1638,0.0,870,2,1646,3,10656,67.0,274.0,80,5,8,1638,0.0,4,3,3.0,248900
999,0.0,3.0,3,784,4,141,0.0,300,1,999,2,10205,69.0,0.0,72,5,5,925,0.0,48,48,48.0,134500
779,0.0,2.0,1,0,1,742,0.0,308,1,935,2,9100,50.0,0.0,0,6,5,742,0.0,80,50,22.0,79500
1392,1070.0,4.0,2,57,6,1335,0.0,576,2,2462,3,19378,134.0,456.0,132,5,7,1392,0.0,5,4,4.0,320000
1302,0.0,3.0,4,270,2,452,0.0,309,2,1302,3,9350,85.0,108.0,0,7,6,1302,0.0,46,19,46.0,158000
936,0.0,2.0,4,936,6,0,0.0,672,1,936,2,7200,60.0,180.0,0,5,5,936,0.0,30,30,30.0,140000
864,0.0,3.0,1,646,5,218,0.0,336,1,864,2,7000,69.0,90.0,0,8,5,864,0.0,32,5,32.0,136500
820,527.0,3.0,4,969,6,148,0.0,0,0,1347,2,7000,70.0,0.0,0,7,5,1117,0.0,100,19,0.0,107500
990,0.0,3.0,1,686,6,304,0.0,672,1,990,2,9245,57.0,0.0,0,5,5,990,0.0,16,15,14.0,145000
1636,971.0,3.0,1,152,3,977,0.0,0,0,3086,4,18030,138.0,0.0,0,6,5,1598,0.0,64,16,0.0,200500
1337,0.0,3.0,2,699,6,638,0.0,531,2,1337,3,8450,65.0,0.0,39,5,7,1337,0.0,7,7,7.0,185000
694,0.0,3.0,1,0,1,672,0.0,936,1,1214,2,10410,60.0,0.0,0,4,3,672,0.0,95,60,12.0,105000
1368,0.0,2.0,1,0,1,1368,0.0,474,1,1368,3,6792,40.0,94.0,35,5,7,1368,0.0,5,4,5.0,202665
1212,0.0,3.0,2,36,6,1176,0.0,460,2,1212,3,10420,83.0,0.0,22,5,6,1212,0.0,1,1,1.0,186000
1080,0.0,3.0,1,570,4,510,0.0,288,1,1080,2,9464,75.0,135.0,0,7,6,1080,0.0,52,52,52.0,136000
804,878.0,3.0,1,505,6,299,0.0,523,2,1682,3,8750,70.0,116.0,77,5,6,804,0.0,12,12,12.0,200500
790,784.0,3.0,2,712,6,84,0.0,566,3,1574,2,18800,69.0,120.0,111,5,6,796,0.0,34,34,34.0,190000
691,807.0,3.0,1,592,5,99,0.0,409,3,1498,2,13031,69.0,0.0,44,5,6,691,0.0,15,14,15.0,187500
920,941.0,3.0,1,700,6,216,0.0,492,2,1861,3,13450,95.0,0.0,91,5,7,916,0.0,8,8,8.0,200000
1258,0.0,2.0,3,0,1,1258,0.0,648,3,1258,3,3922,53.0,72.0,16,5,7,1258,0.0,4,3,3.0,172500
1253,0.0,3.0,1,733,4,520,0.0,352,2,1253,2,10920,69.0,212.0,213,5,6,1253,0.0,50,50,50.0,157000
1484,0.0,3.0,3,712,6,761,0.0,606,2,1484,3,8400,70.0,109.0,35,5,7,1473,0.0,6,5,6.0,213000
1163,511.0,4.0,2,0,1,1163,0.0,396,3,1674,2,21780,66.0,0.0,36,7,6,1163,0.0,92,60,55.0,185000
864,0.0,3.0,1,191,5,673,0.0,463,1,864,2,8120,70.0,0.0,0,7,4,864,0.0,40,40,16.0,124500
1128,445.0,3.0,1,0,1,1078,0.0,360,1,1573,2,6240,52.0,0.0,0,7,5,1078,0.0,80,18,80.0,162900
1734,0.0,3.0,3,1300,6,434,0.0,660,1,1734,3,11645,78.0,0.0,24,5,7,1734,0.0,5,5,5.0,260000
495,1427.0,4.0,0,0,0,0,0.0,672,2,1922,3,7301,64.0,500.0,0,5,7,0,0.0,7,7,7.0,198500
1340,0.0,3.0,0,0,0,0,0.0,252,1,1340,2,9060,60.0,98.0,0,6,5,0,0.0,53,4,53.0,120000
698,728.0,3.0,1,535,4,155,0.0,440,3,1426,2,7950,75.0,140.0,0,6,6,690,252.0,33,33,33.0,159500
720,0.0,2.0,1,0,1,624,0.0,484,1,720,2,8520,60.0,0.0,0,8,6,624,106.0,82,7,5.0,105900
1301,1116.0,4.0,1,0,1,1288,0.0,462,1,2417,3,16059,121.0,284.0,82,5,8,1288,127.0,19,18,19.0,260000
796,566.0,1.0,1,732,6,64,0.0,480,1,1362,2,14115,85.0,0.0,30,5,5,796,0.0,17,15,17.0,143000
951,0.0,2.0,1,285,5,666,0.0,327,1,951,2,8765,50.0,0.0,28,6,4,951,0.0,74,60,74.0,106500
783,701.0,3.0,1,0,1,783,0.0,393,3,1484,3,10237,65.0,0.0,72,5,6,783,0.0,5,3,5.0,178900
773,582.0,3.0,1,0,1,684,0.0,0,0,1355,3,6882,60.0,0.0,0,7,6,684,0.0,96,4,0.0,127000
694,0.0,3.0,1,365,2,75,0.0,352,1,694,3,4280,40.0,0.0,0,6,5,440,0.0,97,8,20.0,90350
1029,0.0,3.0,2,903,3,126,0.0,261,1,1029,2,7943,61.0,192.0,0,5,4,1029,0.0,49,49,49.0,118500
1097,896.0,4.0,1,416,3,409,0.0,495,2,1993,2,14803,69.0,252.0,66,5,6,825,0.0,39,39,39.0,190000
793,325.0,3.0,2,507,3,286,0.0,410,1,1118,2,7800,65.0,0.0,0,7,5,793,0.0,71,60,71.0,119900
713,739.0,3.0,1,450,6,241,0.0,506,1,1452,3,3735,35.0,218.0,34,5,7,691,0.0,11,11,11.0,183900
804,744.0,3.0,1,556,1,248,0.0,440,1,1548,3,2308,24.0,0.0,0,6,6,804,0.0,34,34,34.0,155000
2392,0.0,3.0,4,56,6,2336,0.0,968,3,2392,4,13472,103.0,922.0,105,5,10,2392,0.0,7,7,7.0,386250
1040,0.0,3.0,1,824,5,216,0.0,308,3,1040,2,7500,75.0,0.0,0,5,5,1040,0.0,47,47,47.0,133000
1182,960.0,3.0,1,448,3,448,0.0,509,3,2142,3,13000,100.0,576.0,72,6,6,896,0.0,42,42,42.0,193500
1088,871.0,3.0,3,0,1,1088,0.0,1025,2,1959,3,9000,75.0,0.0,46,5,8,1088,0.0,4,4,4.0,270000
1080,0.0,3.0,1,680,6,400,0.0,0,0,1080,3,7500,63.0,120.0,0,5,7,1080,0.0,6,5,0.0,141000
703,689.0,2.0,1,0,1,689,0.0,540,1,1392,3,3604,34.0,0.0,102,5,7,689,0.0,3,3,3.0,146000
988,0.0,3.0,1,827,3,161,0.0,572,1,988,2,9945,69.0,57.0,0,5,5,988,0.0,49,49,47.0,128500
1098,880.0,4.0,1,552,4,280,0.0,486,2,1978,2,9900,69.0,342.0,43,5,7,832,0.0,42,42,42.0,176000
1588,0.0,3.0,3,1162,5,426,0.0,472,2,1588,3,10264,78.0,183.0,29,5,7,1588,0.0,11,11,11.0,214000
1478,0.0,2.0,3,578,6,892,0.0,484,3,1478,3,4403,69.0,432.0,144,5,7,1470,0.0,1,1,1.0,222000
2121,0.0,3.0,4,0,1,2121,0.0,732,3,2121,4,14450,107.0,315.0,98,5,9,2121,0.0,4,3,3.0,415298
1301,0.0,2.0,1,0,1,1293,0.0,572,2,1301,3,7200,60.0,0.0,121,5,7,1293,0.0,4,4,4.0,187750
1241,0.0,1.0,1,1106,6,135,0.0,569,1,1241,3,4274,35.0,0.0,116,5,7,1241,0.0,4,3,3.0,199900
1523,0.0,3.0,1,644,5,549,0.0,478,3,1523,2,11361,104.0,160.0,0,5,6,1193,0.0,34,34,34.0,180000
1344,0.0,3.0,4,1309,6,35,0.0,784,3,1344,2,7060,78.0,200.0,0,5,7,1344,0.0,13,12,13.0,206300
1240,0.0,2.0,3,0,1,1240,0.0,826,2,1240,3,8556,74.0,0.0,93,5,7,1240,0.0,4,4,4.0,194000
1120,1120.0,6.0,0,0,0,0,0.0,528,1,2240,2,7018,64.0,0.0,0,5,5,0,0.0,31,31,31.0,142953
1440,0.0,3.0,1,678,4,762,0.0,467,3,1440,3,12546,69.0,310.0,0,7,6,1440,0.0,29,29,29.0,182900
864,0.0,3.0,1,0,1,864,0.0,280,1,864,2,9353,71.0,0.0,0,5,4,864,0.0,40,40,38.0,116050
1680,0.0,3.0,1,144,2,379,0.0,583,3,1680,3,10140,78.0,0.0,73,5,7,1650,78.0,12,11,12.0,213250
944,545.0,3.0,1,0,1,778,0.0,240,1,1489,2,9900,60.0,0.0,0,7,6,778,0.0,70,60,70.0,139500
1349,0.0,3.0,1,0,1,1349,0.0,539,1,1349,2,8450,65.0,108.0,55,5,7,1349,0.0,10,9,10.0,179000
901,0.0,2.0,1,0,1,901,0.0,281,1,901,2,6000,50.0,0.0,0,7,4,901,0.0,56,10,56.0,107900
810,0.0,3.0,1,387,5,374,0.0,484,2,1603,3,7153,65.0,0.0,124,5,6,761,0.0,18,18,18.0,175900
1152,0.0,3.0,1,0,1,1092,0.0,300,1,1152,3,14000,80.0,0.0,36,8,6,1092,0.0,60,6,60.0,158500
1072,0.0,2.0,4,547,6,0,0.0,525,3,1072,2,3675,35.0,80.0,28,5,5,547,0.0,5,5,5.0,145000
2259,0.0,3.0,2,35,1,905,0.0,450,1,2259,3,21000,69.0,184.0,120,5,6,1809,0.0,57,57,57.0,217000
1040,0.0,3.0,2,532,2,364,0.0,484,1,1040,3,8800,61.0,0.0,0,7,5,1040,0.0,33,2,33.0,150500
1258,0.0,0.0,3,1198,1,0,0.0,400,1,1258,2,12900,60.0,0.0,0,4,4,1198,0.0,41,41,41.0,108959
697,804.0,3.0,1,518,5,179,0.0,420,3,1501,3,7685,69.0,112.0,63,5,6,697,0.0,17,16,17.0,165600
1466,0.0,3.0,3,16,6,1450,0.0,610,3,1466,3,8925,73.0,0.0,18,5,8,1466,0.0,3,3,3.0,201000
1053,0.0,3.0,1,806,5,247,0.0,312,2,1053,3,10007,72.0,54.0,0,7,5,1053,0.0,51,4,51.0,145500
1752,0.0,2.0,1,456,6,1296,0.0,576,2,1752,4,7658,61.0,412.0,82,5,9,1752,0.0,5,5,5.0,319900
1494,0.0,3.0,4,1443,6,39,0.0,514,2,1494,3,16196,69.0,0.0,25,5,7,1482,0.0,12,12,12.0,215000
1425,0.0,3.0,1,490,1,935,0.0,576,2,1425,2,10175,100.0,272.0,0,5,6,1425,0.0,46,46,46.0,180500
1702,0.0,1.0,1,1540,6,162,0.0,1052,3,1702,4,8769,65.0,766.0,72,5,9,1702,0.0,2,2,2.0,367294
1800,0.0,2.0,1,0,1,1800,0.0,702,3,1800,4,11923,122.0,0.0,136,5,9,1800,0.0,3,3,3.0,239000
1272,928.0,4.0,1,1084,5,188,0.0,0,0,2200,2,8777,67.0,0.0,70,7,5,1272,0.0,110,7,0.0,145900
833,833.0,3.0,1,0,1,588,0.0,228,1,1666,3,5100,69.0,0.0,63,7,8,588,0.0,85,14,85.0,161000
1392,1392.0,5.0,1,790,1,133,0.0,564,2,2784,3,16692,80.0,184.0,112,5,7,1392,0.0,32,32,32.0,250000
1131,0.0,3.0,1,168,3,739,0.0,672,1,1131,2,5925,50.0,435.0,72,7,4,907,0.0,73,10,15.0,89471
792,725.0,3.0,1,0,1,792,0.0,400,1,1517,3,11435,69.0,0.0,0,7,8,792,0.0,81,60,79.0,230000
1120,0.0,3.0,1,206,5,914,0.0,0,0,1120,2,8402,70.0,0.0,30,5,5,1120,0.0,3,3,0.0,147000
812,670.0,3.0,1,0,1,384,0.0,392,3,1482,3,9125,69.0,170.0,25,5,7,384,0.0,18,18,18.0,163900
864,0.0,2.0,1,524,5,160,0.0,576,1,864,2,10500,70.0,0.0,0,6,4,864,0.0,39,39,21.0,97000
1188,0.0,3.0,1,1000,3,188,0.0,531,2,1188,2,12160,69.0,180.0,0,5,5,1188,0.0,51,51,51.0,142000
778,798.0,3.0,1,0,1,770,0.0,614,2,1576,3,8125,65.0,0.0,50,5,7,770,0.0,4,4,4.0,197000
960,0.0,3.0,3,789,5,171,0.0,576,1,960,2,9873,60.0,160.0,288,5,4,960,0.0,40,40,40.0,129000
1574,0.0,3.0,1,24,6,1550,0.0,824,2,1574,3,11957,75.0,53.0,104,5,8,1574,0.0,4,4,4.0,232000
997,0.0,3.0,1,0,1,793,0.0,0,0,1517,1,8500,85.0,0.0,0,7,5,793,0.0,91,5,0.0,115000
1464,0.0,3.0,3,444,5,76,0.0,480,2,1464,2,12886,70.0,0.0,0,6,5,520,0.0,47,11,13.0,175000
1277,1067.0,3.0,1,0,1,1264,0.0,889,2,2344,3,10208,79.0,921.0,0,5,7,1264,0.0,14,13,14.0,265000
1358,0.0,2.0,3,720,6,638,0.0,484,2,1358,3,8198,59.0,146.0,30,5,7,1358,0.0,6,6,6.0,207000
948,742.0,3.0,1,0,1,924,0.0,463,2,1690,2,8063,69.0,0.0,48,5,6,924,0.0,10,10,10.0,181000
1382,0.0,3.0,4,672,3,0,0.0,884,1,1382,2,19296,120.0,399.0,0,5,6,1362,0.0,48,48,19.0,176000
888,676.0,3.0,1,0,1,650,0.0,476,1,1564,2,8400,70.0,130.0,50,6,6,650,0.0,30,29,30.0,171000
1306,0.0,1.0,3,900,5,406,0.0,624,1,1306,3,5381,34.0,135.0,63,5,6,1306,0.0,5,5,5.0,196000
1137,0.0,2.0,1,980,6,92,0.0,551,1,1137,3,13811,54.0,72.0,0,6,6,1112,0.0,23,23,23.0,176000
988,0.0,2.0,1,0,1,988,0.0,520,2,988,2,21750,100.0,0.0,0,5,5,988,0.0,56,56,56.0,113000
576,533.0,3.0,3,349,5,23,0.0,288,1,1109,2,10500,70.0,82.0,0,7,5,372,0.0,39,5,39.0,139000
1134,0.0,2.0,1,588,1,422,0.0,254,1,1134,2,7000,70.0,45.0,16,7,5,1010,0.0,50,8,50.0,135000
1548,1066.0,4.0,1,956,5,384,0.0,624,2,2614,2,10800,90.0,0.0,243,7,6,1522,0.0,36,13,36.0,240000
865,445.0,2.0,1,617,2,0,0.0,398,1,1310,2,7000,50.0,0.0,0,6,6,617,0.0,86,60,86.0,112000
1080,0.0,3.0,1,336,5,748,158.0,484,1,1080,2,9187,71.0,0.0,0,5,6,1084,0.0,27,27,27.0,134000
1496,636.0,1.0,4,1441,6,55,0.0,612,3,2132,3,12327,79.0,0.0,40,8,8,1496,349.0,27,1,27.0,316600
1222,698.0,4.0,1,0,1,570,0.0,487,2,1920,3,10192,102.0,143.0,98,6,7,570,0.0,42,18,42.0,170000
734,0.0,2.0,1,0,1,648,0.0,440,1,1118,2,4400,40.0,0.0,0,8,6,648,0.0,90,60,20.0,116000
1704,0.0,3.0,1,1218,6,486,0.0,772,1,1704,3,11478,98.0,200.0,50,5,8,1704,0.0,3,2,2.0,306000
861,0.0,1.0,1,262,4,599,0.0,539,1,861,2,12342,69.0,0.0,0,5,4,861,0.0,70,60,49.0,82500
1041,702.0,3.0,1,384,5,143,0.0,539,1,1743,2,11700,90.0,365.0,0,6,6,702,0.0,42,42,42.0,175000
483,504.0,3.0,1,321,3,162,0.0,280,1,987,2,1869,21.0,127.0,0,6,6,483,0.0,40,40,23.0,106000
1220,0.0,2.0,3,684,6,515,0.0,632,2,1220,3,7406,64.0,84.0,54,5,7,1199,0.0,4,4,4.0,194000
1402,0.0,2.0,3,0,1,1258,0.0,648,3,1402,3,3922,53.0,72.0,16,5,7,1258,0.0,4,3,4.0,194201
848,0.0,3.0,2,662,6,186,0.0,420,2,848,3,4435,37.0,169.0,0,5,6,848,0.0,6,6,6.0,155900
990,0.0,3.0,1,746,5,244,0.0,480,1,990,2,8072,60.0,0.0,64,5,5,990,0.0,16,15,10.0,138000
1357,0.0,2.0,3,719,5,300,0.0,312,2,1357,4,11512,124.0,84.0,0,7,6,1019,0.0,51,4,51.0,177000
1535,0.0,3.0,1,2,6,1515,0.0,532,2,1535,3,10171,70.0,168.0,0,5,7,1517,0.0,6,6,6.0,214000
914,0.0,2.0,3,298,6,572,0.0,576,1,914,2,8846,57.0,0.0,0,5,5,870,0.0,14,14,12.0,148000
936,316.0,3.0,1,0,1,504,0.0,576,1,1252,2,7438,92.0,0.0,0,8,5,504,104.0,102,19,24.0,127000
1003,0.0,3.0,3,819,6,184,0.0,588,1,1003,2,7937,37.0,0.0,0,6,6,1003,0.0,26,26,26.0,142500
630,0.0,1.0,3,509,6,121,0.0,286,1,630,2,1477,21.0,0.0,0,4,4,630,0.0,40,40,40.0,80000
1138,0.0,3.0,3,507,6,81,0.0,264,1,1138,2,10482,65.0,63.0,0,8,6,588,0.0,52,52,52.0,145000
858,858.0,4.0,1,319,3,539,0.0,490,3,1716,2,9247,70.0,318.0,84,6,6,858,0.0,48,48,48.0,171000
765,600.0,2.0,1,471,5,294,0.0,440,1,1365,2,1920,24.0,376.0,36,5,5,765,0.0,39,39,39.0,122500
1339,0.0,3.0,1,504,2,525,0.0,294,1,1339,2,7560,70.0,0.0,0,6,5,1029,0.0,52,45,52.0,139000
1228,0.0,2.0,2,767,6,461,0.0,472,3,1228,3,4671,40.0,0.0,120,5,8,1228,168.0,22,21,22.0,189000
778,0.0,2.0,1,403,5,212,0.0,924,1,778,2,6900,71.0,0.0,25,6,5,740,0.0,70,55,44.0,120500
1040,0.0,3.0,1,616,3,424,0.0,0,0,1040,2,8430,60.0,136.0,0,5,5,1040,0.0,32,32,0.0,124000
948,980.0,5.0,2,0,1,686,0.0,0,0,1928,2,7082,69.0,0.0,0,8,5,686,0.0,94,15,0.0,160000
1338,1296.0,6.0,1,500,2,748,0.0,968,1,2634,2,11643,91.0,368.0,0,5,5,1248,0.0,41,41,41.0,200000
